Table,ID,Null Values,type,,,,
S1301,S1301_C03_024M,120,float,,,,
S1301,S1301_C03_025E,120,float,,,,
S1301,S1301_C03_025M,120,float,,,,
S1301,S1301_C05_022E,120,float,,,,
S1301,S1301_C05_022M,120,float,,,,
S2413,S2413_C01_026M,120,int,,,,
S1301,S1301_C05_005E,119,float,,,,
S1301,S1301_C05_005M,119,float,,,,
S2301,S2301_C04_002E,119,float,,,,
S2301,S2301_C04_002M,119,float,,,,
S2413,S2413_C02_017E,119,int,,,,
S2414,S2414_C02_016M,119,int,,,,
S2418,S2418_C03_005E,119,int,,,,
S2404,S2404_C03_009E,118,float,,,,
S2404,S2404_C03_009M,118,float,,,,
S2404,S2404_C05_009E,118,float,,,,
S2404,S2404_C05_009M,118,float,,,,
S1301,S1301_C03_002E,117,float,,,,
S1301,S1301_C03_002M,117,float,,,,
S1301,S1301_C03_003E,117,float,,,,
S1301,S1301_C03_003M,117,float,,,,
S1301,S1301_C03_004E,117,float,,,,
S1301,S1301_C03_004M,117,float,,,,
S1301,S1301_C03_005E,117,float,,,,
S1301,S1301_C03_005M,117,float,,,,
S1301,S1301_C03_006E,117,float,,,,
S1301,S1301_C03_006M,117,float,,,,
S1301,S1301_C03_007E,117,float,,,,
S1301,S1301_C03_007M,117,float,,,,
S1301,S1301_C03_008E,117,float,,,,
S1301,S1301_C03_008M,117,float,,,,
S1301,S1301_C03_009E,117,float,,,,
S1301,S1301_C03_009M,117,float,,,,
S1301,S1301_C03_010E,117,float,,,,
S1301,S1301_C03_010M,117,float,,,,
S1301,S1301_C03_011E,117,float,,,,
S1301,S1301_C03_011M,117,float,,,,
S1301,S1301_C03_012E,117,float,,,,
S1301,S1301_C03_012M,117,float,,,,
S1301,S1301_C03_013E,117,float,,,,
S1301,S1301_C03_013M,117,float,,,,
S1301,S1301_C03_014E,117,float,,,,
S1301,S1301_C03_014M,117,float,,,,
S1301,S1301_C03_015E,117,float,,,,
S1301,S1301_C03_015M,117,float,,,,
S1301,S1301_C03_016E,117,float,,,,
S1301,S1301_C03_016M,117,float,,,,
S1301,S1301_C03_017E,117,float,,,,
S1301,S1301_C03_017M,117,float,,,,
S1301,S1301_C03_018E,117,float,,,,
S1301,S1301_C03_018M,117,float,,,,
S1301,S1301_C03_019E,117,float,,,,
S1301,S1301_C03_019M,117,float,,,,
S1301,S1301_C03_020E,117,float,,,,
S1301,S1301_C03_020M,117,float,,,,
S1301,S1301_C03_021E,117,float,,,,
S1301,S1301_C03_021M,117,float,,,,
S1301,S1301_C03_027E,117,float,,,,
S1301,S1301_C03_027M,117,float,,,,
S1301,S1301_C03_029E,117,float,,,,
S1301,S1301_C03_029M,117,float,,,,
S1301,S1301_C03_030E,117,float,,,,
S1301,S1301_C03_030M,117,float,,,,
S1301,S1301_C05_001E,117,float,,,,
S1301,S1301_C05_001M,117,float,,,,
S1301,S1301_C05_026E,117,float,,,,
S1301,S1301_C05_026M,117,float,,,,
S1301,S1301_C05_028E,117,float,,,,
S1301,S1301_C05_028M,117,float,,,,
S2411,S2411_C02_018M,117,int,,,,
S2411,S2411_C02_027M,117,int,,,,
S2411,S2411_C03_004E,117,int,,,,
S1702,S1702_C04_034E,116,float,,,,
S1702,S1702_C04_034M,116,float,,,,
S2414,S2414_C01_017M,116,int,,,,
S2414,S2414_C02_020E,116,int,,,,
S0701,S0701_C03_011E,115,float,,,,
S0701,S0701_C03_011M,115,float,,,,
S2401,S2401_C03_031E,115,float,,,,
S2401,S2401_C03_031M,115,float,,,,
S2401,S2401_C05_031E,115,float,,,,
S2401,S2401_C05_031M,115,float,,,,
S2414,S2414_C01_006M,115,int,,,,
S1701,S1701_C03_014E,114,float,,,,
S1701,S1701_C03_014M,114,float,,,,
S2401,S2401_C03_035E,114,float,,,,
S2401,S2401_C03_035M,114,float,,,,
S2401,S2401_C05_035E,114,float,,,,
S2401,S2401_C05_035M,114,float,,,,
S2411,S2411_C02_018E,114,int,,,,
S2413,S2413_C01_026E,114,int,,,,
S1401,S1401_C04_004E,113,float,,,,
S1401,S1401_C04_004M,113,float,,,,
S1401,S1401_C06_004E,113,float,,,,
S1401,S1401_C06_004M,113,float,,,,
S1903,S1903_C02_015M,113,int,,,,
S2301,S2301_C02_026E,113,float,,,,
S2301,S2301_C02_026M,113,float,,,,
S2301,S2301_C03_026E,113,float,,,,
S2301,S2301_C03_026M,113,float,,,,
S2409,S2409_C03_004E,113,float,,,,
S2409,S2409_C03_004M,113,float,,,,
S2409,S2409_C05_004E,113,float,,,,
S2409,S2409_C05_004M,113,float,,,,
S2412,S2412_C01_018E,113,int,,,,
S2412,S2412_C01_018M,113,int,,,,
S2507,S2507_C01_032E,113,int,,,,
S1301,S1301_C04_012E,111,int,,,,
S1301,S1301_C04_012M,111,int,,,,
S1501,S1501_C02_035E,111,float,,,,
S1501,S1501_C02_035M,111,float,,,,
S1501,S1501_C02_036E,111,float,,,,
S1501,S1501_C02_036M,111,float,,,,
S2414,S2414_C01_008M,111,int,,,,
S2419,S2419_C01_005M,111,int,,,,
S2411,S2411_C01_033M,110,int,,,,
S2412,S2412_C03_003M,110,int,,,,
S2403,S2403_C03_012E,109,float,,,,
S2403,S2403_C03_012M,109,float,,,,
S2403,S2403_C05_012E,109,float,,,,
S2403,S2403_C05_012M,109,float,,,,
S2405,S2405_C02_008E,109,float,,,,
S2405,S2405_C02_008M,109,float,,,,
S2405,S2405_C03_008E,109,float,,,,
S2405,S2405_C03_008M,109,float,,,,
S2405,S2405_C04_008E,109,float,,,,
S2405,S2405_C04_008M,109,float,,,,
S2405,S2405_C05_008E,109,float,,,,
S2405,S2405_C05_008M,109,float,,,,
S2405,S2405_C06_008E,109,float,,,,
S2405,S2405_C06_008M,109,float,,,,
S2407,S2407_C02_008E,109,float,,,,
S2407,S2407_C02_008M,109,float,,,,
S2407,S2407_C03_008E,109,float,,,,
S2407,S2407_C03_008M,109,float,,,,
S2407,S2407_C04_008E,109,float,,,,
S2407,S2407_C04_008M,109,float,,,,
S2407,S2407_C05_008E,109,float,,,,
S2407,S2407_C05_008M,109,float,,,,
S2407,S2407_C06_008E,109,float,,,,
S2407,S2407_C06_008M,109,float,,,,
S2412,S2412_C01_027M,109,int,,,,
S2414,S2414_C01_008E,108,int,,,,
S2418,S2418_C01_006M,108,int,,,,
S2401,S2401_C03_008E,107,float,,,,
S2401,S2401_C03_008M,107,float,,,,
S2401,S2401_C05_008E,107,float,,,,
S2401,S2401_C05_008M,107,float,,,,
S2411,S2411_C01_033E,107,int,,,,
S2411,S2411_C02_010M,107,int,,,,
S1702,S1702_C02_004E,106,float,,,,
S1702,S1702_C02_004M,106,float,,,,
S1702,S1702_C02_034E,106,float,,,,
S1702,S1702_C02_034M,106,float,,,,
S1702,S1702_C04_039E,106,float,,,,
S1702,S1702_C04_039M,106,float,,,,
S1903,S1903_C02_016E,106,int,,,,
S2411,S2411_C03_027M,106,int,,,,
S2414,S2414_C01_022M,106,int,,,,
S2418,S2418_C02_009E,106,int,,,,
S1702,S1702_C06_022E,105,float,,,,
S1702,S1702_C06_022M,105,float,,,,
S2402,S2402_C03_029E,105,float,,,,
S2402,S2402_C03_029M,105,float,,,,
S2402,S2402_C05_029E,105,float,,,,
S2402,S2402_C05_029M,105,float,,,,
S2412,S2412_C01_028E,105,int,,,,
S2412,S2412_C01_028M,105,int,,,,
S2414,S2414_C01_006E,105,int,,,,
S2414,S2414_C01_013E,105,int,,,,
S1702,S1702_C06_019E,104,float,,,,
S1702,S1702_C06_019M,104,float,,,,
S2402,S2402_C03_016E,104,float,,,,
S2402,S2402_C03_016M,104,float,,,,
S2402,S2402_C05_016E,104,float,,,,
S2402,S2402_C05_016M,104,float,,,,
S2411,S2411_C01_005M,104,int,,,,
S2412,S2412_C02_004E,104,int,,,,
S2412,S2412_C02_026E,104,int,,,,
S2412,S2412_C03_003E,104,int,,,,
S2414,S2414_C01_017E,104,int,,,,
S1702,S1702_C06_014E,103,float,,,,
S1702,S1702_C06_014M,103,float,,,,
S2404,S2404_C03_005E,103,float,,,,
S2404,S2404_C03_005M,103,float,,,,
S2404,S2404_C05_005E,103,float,,,,
S2404,S2404_C05_005M,103,float,,,,
S2413,S2413_C01_013M,103,int,,,,
S2418,S2418_C01_006E,103,int,,,,
S2419,S2419_C01_005E,103,int,,,,
S2301,S2301_C04_025E,102,float,,,,
S2301,S2301_C04_025M,102,float,,,,
S1401,S1401_C04_002E,101,float,,,,
S1401,S1401_C04_002M,101,float,,,,
S1401,S1401_C06_002E,101,float,,,,
S1401,S1401_C06_002M,101,float,,,,
S1702,S1702_C06_023E,101,float,,,,
S1702,S1702_C06_023M,101,float,,,,
S2301,S2301_C04_032E,101,float,,,,
S2301,S2301_C04_032M,101,float,,,,
S2402,S2402_C03_007E,101,float,,,,
S2402,S2402_C03_007M,101,float,,,,
S2402,S2402_C05_007E,101,float,,,,
S2402,S2402_C05_007M,101,float,,,,
S2403,S2403_C03_007E,101,float,,,,
S2403,S2403_C03_007M,101,float,,,,
S2403,S2403_C03_024E,101,float,,,,
S2403,S2403_C03_024M,101,float,,,,
S2403,S2403_C05_007E,101,float,,,,
S2403,S2403_C05_007M,101,float,,,,
S2403,S2403_C05_024E,101,float,,,,
S2403,S2403_C05_024M,101,float,,,,
S2405,S2405_C02_005E,101,float,,,,
S2405,S2405_C02_005M,101,float,,,,
S2405,S2405_C03_005E,101,float,,,,
S2405,S2405_C03_005M,101,float,,,,
S2405,S2405_C04_005E,101,float,,,,
S2405,S2405_C04_005M,101,float,,,,
S2405,S2405_C05_005E,101,float,,,,
S2405,S2405_C05_005M,101,float,,,,
S2405,S2405_C06_005E,101,float,,,,
S2405,S2405_C06_005M,101,float,,,,
S2407,S2407_C02_005E,101,float,,,,
S2407,S2407_C02_005M,101,float,,,,
S2407,S2407_C03_005E,101,float,,,,
S2407,S2407_C03_005M,101,float,,,,
S2407,S2407_C04_005E,101,float,,,,
S2407,S2407_C04_005M,101,float,,,,
S2407,S2407_C05_005E,101,float,,,,
S2407,S2407_C05_005M,101,float,,,,
S2407,S2407_C06_005E,101,float,,,,
S2407,S2407_C06_005M,101,float,,,,
S2411,S2411_C02_027E,101,int,,,,
S2701,S2701_C03_018E,101,float,,,,
S2701,S2701_C03_018M,101,float,,,,
S2701,S2701_C05_018E,101,float,,,,
S2701,S2701_C05_018M,101,float,,,,
S2201,S2201_C04_002E,100,float,,,,
S2201,S2201_C04_002M,100,float,,,,
S2201,S2201_C04_003E,100,float,,,,
S2201,S2201_C04_003M,100,float,,,,
S2201,S2201_C04_004E,100,float,,,,
S2201,S2201_C04_004M,100,float,,,,
S2201,S2201_C04_005E,100,float,,,,
S2201,S2201_C04_005M,100,float,,,,
S2201,S2201_C04_006E,100,float,,,,
S2201,S2201_C04_006M,100,float,,,,
S2201,S2201_C04_007E,100,float,,,,
S2201,S2201_C04_007M,100,float,,,,
S2201,S2201_C04_008E,100,float,,,,
S2201,S2201_C04_008M,100,float,,,,
S2201,S2201_C04_009E,100,float,,,,
S2201,S2201_C04_009M,100,float,,,,
S2201,S2201_C04_010E,100,float,,,,
S2201,S2201_C04_010M,100,float,,,,
S2201,S2201_C04_011E,100,float,,,,
S2201,S2201_C04_011M,100,float,,,,
S2201,S2201_C04_012E,100,float,,,,
S2201,S2201_C04_012M,100,float,,,,
S2201,S2201_C04_013E,100,float,,,,
S2201,S2201_C04_013M,100,float,,,,
S2201,S2201_C04_014E,100,float,,,,
S2201,S2201_C04_014M,100,float,,,,
S2201,S2201_C04_015E,100,float,,,,
S2201,S2201_C04_015M,100,float,,,,
S2201,S2201_C04_016E,100,float,,,,
S2201,S2201_C04_016M,100,float,,,,
S2201,S2201_C04_017E,100,float,,,,
S2201,S2201_C04_017M,100,float,,,,
S2201,S2201_C04_018E,100,float,,,,
S2201,S2201_C04_018M,100,float,,,,
S2201,S2201_C04_019E,100,float,,,,
S2201,S2201_C04_019M,100,float,,,,
S2201,S2201_C04_020E,100,float,,,,
S2201,S2201_C04_020M,100,float,,,,
S2201,S2201_C04_021E,100,float,,,,
S2201,S2201_C04_021M,100,float,,,,
S2201,S2201_C04_022E,100,float,,,,
S2201,S2201_C04_022M,100,float,,,,
S2201,S2201_C04_023E,100,float,,,,
S2201,S2201_C04_023M,100,float,,,,
S2201,S2201_C04_024E,100,float,,,,
S2201,S2201_C04_024M,100,float,,,,
S2201,S2201_C04_025E,100,float,,,,
S2201,S2201_C04_025M,100,float,,,,
S2201,S2201_C04_026E,100,float,,,,
S2201,S2201_C04_026M,100,float,,,,
S2201,S2201_C04_027E,100,float,,,,
S2201,S2201_C04_027M,100,float,,,,
S2201,S2201_C04_028E,100,float,,,,
S2201,S2201_C04_028M,100,float,,,,
S2201,S2201_C04_029E,100,float,,,,
S2201,S2201_C04_029M,100,float,,,,
S2201,S2201_C04_030E,100,float,,,,
S2201,S2201_C04_030M,100,float,,,,
S2201,S2201_C04_031E,100,float,,,,
S2201,S2201_C04_031M,100,float,,,,
S2201,S2201_C04_032E,100,float,,,,
S2201,S2201_C04_032M,100,float,,,,
S2201,S2201_C04_033E,100,float,,,,
S2201,S2201_C04_033M,100,float,,,,
S1810,S1810_C03_005E,99,float,,,,
S1810,S1810_C03_005M,99,float,,,,
S2403,S2403_C03_010E,99,float,,,,
S2403,S2403_C03_010M,99,float,,,,
S2403,S2403_C05_010E,99,float,,,,
S2403,S2403_C05_010M,99,float,,,,
S2412,S2412_C01_004M,99,int,,,,
S2412,S2412_C01_010M,99,int,,,,
S1501,S1501_C06_047E,98,float,,,,
S1501,S1501_C06_047M,98,float,,,,
S1501,S1501_C06_048E,98,float,,,,
S1501,S1501_C06_048M,98,float,,,,
S2101,S2101_C04_034E,98,float,,,,
S2101,S2101_C04_034M,98,float,,,,
S2411,S2411_C01_005E,98,int,,,,
S2412,S2412_C01_027E,98,int,,,,
S1201,S1201_C02_019E,97,float,,,,
S1201,S1201_C02_019M,97,float,,,,
S1201,S1201_C03_019E,97,float,,,,
S1201,S1201_C03_019M,97,float,,,,
S1201,S1201_C04_019E,97,float,,,,
S1201,S1201_C04_019M,97,float,,,,
S1201,S1201_C05_019E,97,float,,,,
S1201,S1201_C05_019M,97,float,,,,
S1201,S1201_C06_019E,97,float,,,,
S1201,S1201_C06_019M,97,float,,,,
S2411,S2411_C02_003M,97,int,,,,
S2411,S2411_C02_004E,97,int,,,,
S2413,S2413_C03_021M,97,int,,,,
S1903,S1903_C02_017M,96,int,,,,
S2301,S2301_C02_013E,96,float,,,,
S2301,S2301_C02_013M,96,float,,,,
S2301,S2301_C03_013E,96,float,,,,
S2301,S2301_C03_013M,96,float,,,,
S2404,S2404_C03_019E,96,float,,,,
S2404,S2404_C03_019M,96,float,,,,
S2404,S2404_C05_019E,96,float,,,,
S2404,S2404_C05_019M,96,float,,,,
S2411,S2411_C03_027E,96,int,,,,
S2411,S2411_C03_028E,96,int,,,,
S2411,S2411_C03_028M,96,int,,,,
S2413,S2413_C03_016M,96,int,,,,
S2413,S2413_C03_021E,96,int,,,,
S0802,S0802_C03_008E,95,float,,,,
S0802,S0802_C03_008M,95,float,,,,
S2409,S2409_C03_007E,95,float,,,,
S2409,S2409_C03_007M,95,float,,,,
S2409,S2409_C05_007E,95,float,,,,
S2409,S2409_C05_007M,95,float,,,,
S2411,S2411_C01_013M,95,int,,,,
S2411,S2411_C03_018M,95,int,,,,
S2506,S2506_C01_023E,95,int,,,,
S1903,S1903_C02_010M,94,int,,,,
S0701,S0701_C02_016E,93,float,,,,
S0701,S0701_C02_016M,93,float,,,,
S0701,S0701_C03_016E,93,float,,,,
S0701,S0701_C03_016M,93,float,,,,
S0701,S0701_C04_016E,93,float,,,,
S0701,S0701_C04_016M,93,float,,,,
S0701,S0701_C05_016E,93,float,,,,
S0701,S0701_C05_016M,93,float,,,,
S1702,S1702_C04_018E,93,float,,,,
S1702,S1702_C04_018M,93,float,,,,
S2404,S2404_C03_023E,93,float,,,,
S2404,S2404_C03_023M,93,float,,,,
S2404,S2404_C05_023E,93,float,,,,
S2404,S2404_C05_023M,93,float,,,,
S2411,S2411_C01_013E,93,int,,,,
S2411,S2411_C03_018E,93,int,,,,
S2413,S2413_C03_016E,93,int,,,,
S1401,S1401_C04_009E,92,float,,,,
S1401,S1401_C04_009M,92,float,,,,
S1401,S1401_C06_009E,92,float,,,,
S1401,S1401_C06_009M,92,float,,,,
S1501,S1501_C04_050E,92,float,,,,
S1501,S1501_C04_050M,92,float,,,,
S1501,S1501_C04_051E,92,float,,,,
S1501,S1501_C04_051M,92,float,,,,
S1702,S1702_C02_039E,92,float,,,,
S1702,S1702_C02_039M,92,float,,,,
S1702,S1702_C04_003E,92,float,,,,
S1702,S1702_C04_003M,92,float,,,,
S1702,S1702_C06_033E,92,float,,,,
S1702,S1702_C06_033M,92,float,,,,
S1702,S1702_C06_041E,92,float,,,,
S1702,S1702_C06_041M,92,float,,,,
S2412,S2412_C03_026E,92,int,,,,
S2412,S2412_C03_026M,92,int,,,,
S2404,S2404_C03_026E,91,float,,,,
S2404,S2404_C03_026M,91,float,,,,
S2404,S2404_C05_026E,91,float,,,,
S2404,S2404_C05_026M,91,float,,,,
S2414,S2414_C02_016E,91,int,,,,
S1401,S1401_C02_014E,90,float,,,,
S1401,S1401_C02_014M,90,float,,,,
S1501,S1501_C06_050E,90,float,,,,
S1501,S1501_C06_050M,90,float,,,,
S1501,S1501_C06_051E,90,float,,,,
S1501,S1501_C06_051M,90,float,,,,
S1702,S1702_C04_009E,90,float,,,,
S1702,S1702_C04_009M,90,float,,,,
S1702,S1702_C06_029E,90,float,,,,
S1702,S1702_C06_029M,90,float,,,,
S2411,S2411_C02_010E,90,int,,,,
S2503,S2503_C03_024M,90,int,,,,
S1702,S1702_C06_005E,89,float,,,,
S1702,S1702_C06_005M,89,float,,,,
S2412,S2412_C01_010E,89,int,,,,
S2414,S2414_C01_022E,89,int,,,,
S2413,S2413_C01_006M,88,int,,,,
S2413,S2413_C01_013E,88,int,,,,
S2413,S2413_C01_023M,88,int,,,,
S1702,S1702_C04_021E,87,float,,,,
S1702,S1702_C04_021M,87,float,,,,
S2402,S2402_C03_033E,87,float,,,,
S2402,S2402_C03_033M,87,float,,,,
S2402,S2402_C05_033E,87,float,,,,
S2402,S2402_C05_033M,87,float,,,,
S2404,S2404_C03_015E,87,float,,,,
S2404,S2404_C03_015M,87,float,,,,
S2404,S2404_C05_015E,87,float,,,,
S2404,S2404_C05_015M,87,float,,,,
S2411,S2411_C04_026E,87,float,,,,
S2411,S2411_C04_026M,87,float,,,,
S2412,S2412_C02_003E,86,int,,,,
S2506,S2506_C01_065E,86,int,,,,
S1401,S1401_C04_022E,85,float,,,,
S1401,S1401_C04_022M,85,float,,,,
S1401,S1401_C04_026E,85,float,,,,
S1401,S1401_C04_026M,85,float,,,,
S1401,S1401_C06_022E,85,float,,,,
S1401,S1401_C06_022M,85,float,,,,
S1401,S1401_C06_026E,85,float,,,,
S1401,S1401_C06_026M,85,float,,,,
S2414,S2414_C03_020M,85,int,,,,
S1901,S1901_C04_012M,84,int,,,,
S2413,S2413_C01_006E,84,int,,,,
S2413,S2413_C04_020E,84,float,,,,
S2413,S2413_C04_020M,84,float,,,,
S1101,S1101_C03_002E,83,float,,,,
S1101,S1101_C03_002M,83,float,,,,
S1101,S1101_C03_004E,83,float,,,,
S1101,S1101_C03_004M,83,float,,,,
S1101,S1101_C03_010E,83,float,,,,
S1101,S1101_C03_010M,83,float,,,,
S1101,S1101_C03_011E,83,float,,,,
S1101,S1101_C03_011M,83,float,,,,
S1101,S1101_C03_016E,83,float,,,,
S1101,S1101_C03_016M,83,float,,,,
S1101,S1101_C03_017E,83,float,,,,
S1101,S1101_C03_017M,83,float,,,,
S1101,S1101_C03_018E,83,float,,,,
S1101,S1101_C03_018M,83,float,,,,
S1101,S1101_C03_019E,83,float,,,,
S1101,S1101_C03_019M,83,float,,,,
S1101,S1101_C03_020E,83,float,,,,
S1101,S1101_C03_020M,83,float,,,,
S1401,S1401_C04_032E,83,float,,,,
S1401,S1401_C04_032M,83,float,,,,
S1401,S1401_C06_032E,83,float,,,,
S1401,S1401_C06_032M,83,float,,,,
S2401,S2401_C03_023E,83,float,,,,
S2401,S2401_C03_023M,83,float,,,,
S2401,S2401_C05_023E,83,float,,,,
S2401,S2401_C05_023M,83,float,,,,
S2404,S2404_C03_027E,83,float,,,,
S2404,S2404_C03_027M,83,float,,,,
S2404,S2404_C05_027E,83,float,,,,
S2404,S2404_C05_027M,83,float,,,,
S2411,S2411_C03_010M,83,int,,,,
S2412,S2412_C04_002E,83,float,,,,
S2412,S2412_C04_002M,83,float,,,,
S2413,S2413_C01_008M,83,int,,,,
S1702,S1702_C06_016E,82,float,,,,
S1702,S1702_C06_016M,82,float,,,,
S2401,S2401_C03_034E,82,float,,,,
S2401,S2401_C03_034M,82,float,,,,
S2401,S2401_C05_034E,82,float,,,,
S2401,S2401_C05_034M,82,float,,,,
S2413,S2413_C02_020M,82,int,,,,
S2419,S2419_C04_003E,82,float,,,,
S2419,S2419_C04_003M,82,float,,,,
S1601,S1601_C04_014E,81,float,,,,
S1601,S1601_C04_014M,81,float,,,,
S1601,S1601_C06_014E,81,float,,,,
S1601,S1601_C06_014M,81,float,,,,
S1702,S1702_C02_009E,81,float,,,,
S1702,S1702_C02_009M,81,float,,,,
S1901,S1901_C04_012E,81,int,,,,
S2408,S2408_C03_004E,81,float,,,,
S2408,S2408_C03_004M,81,float,,,,
S2408,S2408_C05_004E,81,float,,,,
S2408,S2408_C05_004M,81,float,,,,
S2411,S2411_C03_010E,81,int,,,,
S2414,S2414_C03_020E,81,int,,,,
S0601,S0601_C04_033E,80,float,,,,
S0601,S0601_C04_033M,80,float,,,,
S0601,S0601_C04_034E,80,float,,,,
S0601,S0601_C04_034M,80,float,,,,
S0601,S0601_C04_035E,80,float,,,,
S0601,S0601_C04_035M,80,float,,,,
S0601,S0601_C04_036E,80,float,,,,
S0601,S0601_C04_036M,80,float,,,,
S0601,S0601_C04_037E,80,float,,,,
S0601,S0601_C04_037M,80,float,,,,
S1101,S1101_C04_006E,80,float,,,,
S1101,S1101_C04_006M,80,float,,,,
S1101,S1101_C04_007E,80,float,,,,
S1101,S1101_C04_007M,80,float,,,,
S1101,S1101_C04_008E,80,float,,,,
S1101,S1101_C04_008M,80,float,,,,
S1903,S1903_C02_021M,80,int,,,,
S2401,S2401_C03_007E,80,float,,,,
S2401,S2401_C03_007M,80,float,,,,
S2401,S2401_C05_007E,80,float,,,,
S2401,S2401_C05_007M,80,float,,,,
S2403,S2403_C03_009E,80,float,,,,
S2403,S2403_C03_009M,80,float,,,,
S2403,S2403_C05_009E,80,float,,,,
S2403,S2403_C05_009M,80,float,,,,
S2405,S2405_C02_007E,80,float,,,,
S2405,S2405_C02_007M,80,float,,,,
S2405,S2405_C03_007E,80,float,,,,
S2405,S2405_C03_007M,80,float,,,,
S2405,S2405_C04_007E,80,float,,,,
S2405,S2405_C04_007M,80,float,,,,
S2405,S2405_C05_007E,80,float,,,,
S2405,S2405_C05_007M,80,float,,,,
S2405,S2405_C06_007E,80,float,,,,
S2405,S2405_C06_007M,80,float,,,,
S2407,S2407_C02_007E,80,float,,,,
S2407,S2407_C02_007M,80,float,,,,
S2407,S2407_C03_007E,80,float,,,,
S2407,S2407_C03_007M,80,float,,,,
S2407,S2407_C04_007E,80,float,,,,
S2407,S2407_C04_007M,80,float,,,,
S2407,S2407_C05_007E,80,float,,,,
S2407,S2407_C05_007M,80,float,,,,
S2407,S2407_C06_007E,80,float,,,,
S2407,S2407_C06_007M,80,float,,,,
S2412,S2412_C01_004E,80,int,,,,
S2413,S2413_C03_022M,80,int,,,,
S1702,S1702_C06_042E,79,float,,,,
S1702,S1702_C06_042M,79,float,,,,
S2401,S2401_C03_016E,79,float,,,,
S2401,S2401_C03_016M,79,float,,,,
S2401,S2401_C05_016E,79,float,,,,
S2401,S2401_C05_016M,79,float,,,,
S2413,S2413_C02_016M,79,int,,,,
S1301,S1301_C04_024E,78,int,,,,
S1301,S1301_C04_024M,78,int,,,,
S1702,S1702_C06_025E,78,float,,,,
S1702,S1702_C06_025M,78,float,,,,
S1902,S1902_C02_019E,78,int,,,,
S1902,S1902_C02_019M,78,int,,,,
S1903,S1903_C02_021E,78,int,,,,
S2413,S2413_C01_008E,78,int,,,,
S1501,S1501_C04_055E,77,float,,,,
S1501,S1501_C04_055M,77,float,,,,
S1702,S1702_C02_021E,77,float,,,,
S1702,S1702_C02_021M,77,float,,,,
S1903,S1903_C02_010E,77,int,,,,
S2411,S2411_C03_003M,77,int,,,,
S2413,S2413_C02_020E,77,int,,,,
S2402,S2402_C03_015E,76,float,,,,
S2402,S2402_C03_015M,76,float,,,,
S2402,S2402_C05_015E,76,float,,,,
S2402,S2402_C05_015M,76,float,,,,
S2413,S2413_C01_021M,76,int,,,,
S2413,S2413_C01_023E,76,int,,,,
S2503,S2503_C03_013M,76,int,,,,
S1301,S1301_C04_017E,75,int,,,,
S1301,S1301_C04_017M,75,int,,,,
S1602,S1602_C04_004E,75,float,,,,
S1602,S1602_C04_004M,75,float,,,,
S1702,S1702_C02_018E,75,float,,,,
S1702,S1702_C02_018M,75,float,,,,
S2401,S2401_C03_014E,75,float,,,,
S2401,S2401_C03_014M,75,float,,,,
S2401,S2401_C05_014E,75,float,,,,
S2401,S2401_C05_014M,75,float,,,,
S2402,S2402_C03_013E,75,float,,,,
S2402,S2402_C03_013M,75,float,,,,
S2402,S2402_C05_013E,75,float,,,,
S2402,S2402_C05_013M,75,float,,,,
S2418,S2418_C01_009M,75,int,,,,
S2503,S2503_C03_013E,75,int,,,,
S1602,S1602_C04_003E,74,float,,,,
S1602,S1602_C04_003M,74,float,,,,
S2411,S2411_C03_003E,74,int,,,,
S2413,S2413_C03_022E,74,int,,,,
S2506,S2506_C01_009E,74,int,,,,
S1401,S1401_C04_034E,73,float,,,,
S1401,S1401_C04_034M,73,float,,,,
S1401,S1401_C06_034E,73,float,,,,
S1401,S1401_C06_034M,73,float,,,,
S1702,S1702_C02_003E,73,float,,,,
S1702,S1702_C02_003M,73,float,,,,
S1903,S1903_C02_002M,73,int,,,,
S2301,S2301_C02_032E,73,float,,,,
S2301,S2301_C02_032M,73,float,,,,
S2301,S2301_C03_032E,73,float,,,,
S2301,S2301_C03_032M,73,float,,,,
S2411,S2411_C02_026M,73,int,,,,
S2413,S2413_C01_021E,73,int,,,,
S2418,S2418_C01_005M,73,int,,,,
S1301,S1301_C04_009E,72,int,,,,
S1301,S1301_C04_009M,72,int,,,,
S1701,S1701_C03_018E,72,float,,,,
S1701,S1701_C03_018M,72,float,,,,
S2101,S2101_C04_032E,72,float,,,,
S2101,S2101_C04_032M,72,float,,,,
S2401,S2401_C03_025E,72,float,,,,
S2401,S2401_C03_025M,72,float,,,,
S2401,S2401_C05_025E,72,float,,,,
S2401,S2401_C05_025M,72,float,,,,
S2403,S2403_C03_027E,72,float,,,,
S2403,S2403_C03_027M,72,float,,,,
S2403,S2403_C05_027E,72,float,,,,
S2403,S2403_C05_027M,72,float,,,,
S2405,S2405_C02_014E,72,float,,,,
S2405,S2405_C02_014M,72,float,,,,
S2405,S2405_C03_014E,72,float,,,,
S2405,S2405_C03_014M,72,float,,,,
S2405,S2405_C04_014E,72,float,,,,
S2405,S2405_C04_014M,72,float,,,,
S2405,S2405_C05_014E,72,float,,,,
S2405,S2405_C05_014M,72,float,,,,
S2405,S2405_C06_014E,72,float,,,,
S2405,S2405_C06_014M,72,float,,,,
S2407,S2407_C02_014E,72,float,,,,
S2407,S2407_C02_014M,72,float,,,,
S2407,S2407_C03_014E,72,float,,,,
S2407,S2407_C03_014M,72,float,,,,
